Eth,MAE,N_events,Nth,RMSE,bias,chi2_ndf,chi2_ndf_dof,chi2_p,chi2_vs_poisson1,dataset,energy_captured_fraction,energy_containment_mean,energy_containment_median,energy_containment_std,energy_split_fraction,energy_unclustered_fraction,exact_match_rate,frac_0,frac_1,frac_2,frac_3plus,frac_events_containment_ge_90,frac_events_containment_ge_99,ks_D,ks_p,max_clusters,mean_clusters,median_clusters,over_cluster_rate,recon_seconds,std_clusters,under_cluster_rate
14.0,0.28112,50000,1.0,0.5329915571563962,0.030520000000000103,7253.894079700276,4,0.0,29015.576318801104,gamma_iso,0.7916841745733577,0.7288363756481778,0.7569933246887024,0.1608924248168371,0.061481703964507195,0.2083158254266423,0.72036,0.1253,0.72036,0.15286,0.00148,0.1391848816029144,0.0015710382513661203,0.6104588823428847,0.0,3,1.03052,1.0,0.15434,39.91561985015869,0.5321223474764555,0.1253
14.0,0.29402,50000,2.0,0.545398936559286,0.043420000000000014,6908.263389941932,4,0.0,27633.053559767726,gamma_iso,0.7916841745733577,0.7237881357087816,0.7511233016812694,0.16211378462375725,0.06659349956726128,0.2083158254266423,0.7077,0.1253,0.7077,0.16528,0.00172,0.13312841530054645,0.0014571948998178506,0.6104588823428847,0.0,3,1.04342,1.0,0.167,37.46727108955383,0.5436732614468953,0.1253
14.0,0.29406,50000,3.0,0.5454722724392139,0.043460000000000054,6907.315647391029,4,0.0,27629.262589564118,gamma_iso,0.7916841745733577,0.7237743711795906,0.7511168513949551,0.1621206768499174,0.06660763386618808,0.2083158254266423,0.70768,0.1253,0.70768,0.16528,0.00174,0.1331056466302368,0.0014571948998178506,0.6104588823428847,0.0,3,1.04346,1.0,0.16702,53.31175637245178,0.5437436358642102,0.1253
15.0,0.2556,50000,1.0,0.5068333059300661,0.0039599999999999635,8021.064919966053,4,0.0,32084.25967986421,gamma_iso,0.7824885744761719,0.7278438585079843,0.7558860919833513,0.16177713747773656,0.053158165703426685,0.21751142552382807,0.74504,0.12582,0.74504,0.1285,0.00064,0.13822859744990892,0.0015482695810564663,0.6099388823428846,0.0,3,1.00396,1.0,0.12914,45.765671730041504,0.5068229037732171,0.12582
15.0,0.26626,50000,2.0,0.5173586763551956,0.014620000000000077,7679.843677484333,4,0.0,30719.374709937332,gamma_iso,0.7824885744761719,0.7234961471295449,0.7511006678980383,0.16284899025545996,0.05756425776921699,0.21751142552382807,0.73444,0.12582,0.73444,0.13904,0.0007,0.13303734061930783,0.0014344262295081967,0.6099388823428846,0.0,3,1.01462,1.0,0.13974,44.67713904380798,0.5171572339551025,0.12582
15.0,0.2663,50000,3.0,0.5174359863789916,0.014659999999999895,7678.851273562991,4,0.0,30715.405094251964,gamma_iso,0.7824885744761719,0.7234823826003539,0.7510985677196855,0.1628558266876154,0.05757839206814379,0.21751142552382807,0.73442,0.12582,0.73442,0.13904,0.00072,0.13301457194899818,0.0014344262295081967,0.6099388823428846,0.0,3,1.01466,1.0,0.13976,47.82979464530945,0.517233443436037,0.12582
20.0,0.1773,50000,1.0,0.421070065428546,-0.10262000000000004,15010.95035253442,3,0.0,45032.851057603264,gamma_iso,0.738734388225002,0.7185901976197264,0.7524275565980021,0.1812561762685625,0.017944063700409733,0.26126561177499796,0.8227,0.13996,0.8227,0.03734,0.0,0.13483606557377048,0.001343351548269581,0.5957988823428847,0.0,2,0.89738,1.0,0.03734,36.27128458023071,0.40837785327980386,0.13996
20.0,0.18054,50000,2.0,0.4248999882325251,-0.09938000000000002,14792.777573581558,3,0.0,44378.33272074467,gamma_iso,0.738734388225002,0.7170540247763821,0.7507569340195881,0.18145204563207126,0.01950748635151599,0.26126561177499796,0.81946,0.13996,0.81946,0.04058,0.0,0.13258196721311474,0.0013205828779599272,0.5957988823428847,0.0,2,0.90062,1.0,0.04058,53.72394561767578,0.41311866205798403,0.13996
20.0,0.18054,50000,3.0,0.4248999882325251,-0.09938000000000002,14792.777573581558,3,0.0,44378.33272074467,gamma_iso,0.738734388225002,0.7170540247763821,0.7507569340195881,0.18145204563207126,0.01950748635151599,0.26126561177499796,0.81946,0.13996,0.81946,0.04058,0.0,0.13258196721311474,0.0013205828779599272,0.5957988823428847,0.0,2,0.90062,1.0,0.04058,47.19412279129028,0.41311866205798403,0.13996
5.0,0.60024,50000,1.0,0.8708386762196544,0.35636,2747.7654917395357,6,0.0,16486.592950437214,mu_rest,0.8578228257575808,0.7004891711471123,0.7391151679420238,0.19831106185976471,0.1436417411072174,0.14217717424241916,0.47396,0.12194,0.47396,0.33466,0.06944,0.13529398718034022,0.002994211191696054,0.6138188823428846,0.0,5,1.35636,1.0,0.4041,44.13943386077881,0.7945943480818122,0.12194
5.0,0.63424,50000,2.0,0.9038583959891062,0.39036000000000004,2839.4475381528937,6,0.0,17036.685228917362,mu_rest,0.8578228257575808,0.6916867941134702,0.7267737442390181,0.19859076671313025,0.15330771037998753,0.14217717424241916,0.45112,0.12194,0.45112,0.34742,0.07952,0.12473662031184155,0.0027724177700889393,0.6138188823428846,0.0,5,1.39036,1.0,0.42694,44.018837451934814,0.8152253444583558,0.12194
5.0,0.63718,50000,3.0,0.9075130853051101,0.3933,2834.830509284438,6,0.0,17008.983055706627,mu_rest,0.8578228257575808,0.6909958382516127,0.7260003393428293,0.19865412832171359,0.15414222338717323,0.14217717424241916,0.44982,0.12194,0.44982,0.34728,0.08096,0.1236941912302881,0.0027058797436068046,0.6138188823428846,0.0,5,1.3933,1.0,0.42824,36.55313587188721,0.81786825844372,0.12194
6.0,0.5191,50000,1.0,0.7856589590910296,0.2661800000000001,2689.512105072717,6,0.0,16137.072630436303,mu_rest,0.8412063069639762,0.6962696082784585,0.7367658700942583,0.20368400305592962,0.12881587959252735,0.15879369303602375,0.52794,0.12646,0.52794,0.30056,0.04504,0.13263246612105484,0.0026615210592853818,0.6092988823428847,0.0,5,1.26618,1.0,0.3456,48.28891921043396,0.7392016882980718,0.12646
6.0,0.54714,50000,2.0,0.8125146152531658,0.2942199999999999,2677.605912871854,6,0.0,16065.635477231124,mu_rest,0.8412063069639762,0.6882619309503762,0.7254608102742577,0.20395694672260556,0.1377168522514897,0.15879369303602375,0.50692,0.12646,0.50692,0.31494,0.05168,0.12373854991460953,0.0025284450063211127,0.6092988823428847,0.0,5,1.29422,1.0,0.36662,39.7247576713562,0.7573810560882035,0.12646
6.0,0.5491,50000,3.0,0.8151932286274218,0.2961800000000001,2666.7994740722093,6,0.0,16000.796844433256,mu_rest,0.8412063069639762,0.68777968202292,0.7247959183133501,0.20399603760158688,0.138304509589373,0.15879369303602375,0.50604,0.12646,0.50604,0.31486,0.05264,0.12298445228114534,0.0024840863219996894,0.6092988823428847,0.0,5,1.29618,1.0,0.3675,36.24917554855347,0.759492557026653,0.12646
7.0,0.45736,50000,1.0,0.7203332562085413,0.19155999999999995,3352.365178000908,5,0.0,16761.82589000454,mu_rest,0.8249911570745823,0.690933602676068,0.7341296137564304,0.21103785113597703,0.11487537869159223,0.17500884292541774,0.57258,0.1329,0.57258,0.2654,0.02912,0.13025927650985872,0.0023066515847139975,0.6028588823428846,0.0,4,1.19156,1.0,0.29452,48.51383972167969,0.6944021963446009,0.1329
7.0,0.4808,50000,2.0,0.7426977851050857,0.21500000000000008,3247.4724667444043,5,0.0,16237.362333722022,mu_rest,0.8249911570745823,0.6836943702357765,0.723781253374621,0.21122964444275658,0.12304139442573023,0.17500884292541774,0.55362,0.1329,0.55362,0.28004,0.03344,0.12262958280657396,0.0022179342160711514,0.6028588823428846,0.0,4,1.215,1.0,0.31348,50.03362250328064,0.7109044293730024,0.1329
7.0,0.4819,50000,3.0,0.7442714558546498,0.21609999999999996,3236.607037604706,5,0.0,16183.03518802353,mu_rest,0.8249911570745823,0.6833977285012309,0.7233621849439981,0.21124440011314607,0.12340568750967479,0.17500884292541774,0.5531,0.1329,0.5531,0.28002,0.03398,0.1221416372790383,0.002173575531749728,0.6028588823428846,0.0,4,1.2161,1.0,0.314,41.52520203590393,0.7122155116386474,0.1329
8.0,0.40796,50000,1.0,0.6672630665637055,0.12607999999999997,3608.660968001469,5,0.0,18043.304840007346,mu_rest,0.80874102314637,0.6846922346304327,0.7311111302910538,0.21964525206585325,0.10142756910157573,0.19125897685363002,0.61046,0.14094,0.61046,0.2304,0.0182,0.12797480426730543,0.002062678820946171,0.5948188823428846,0.0,4,1.12608,1.0,0.2486,42.72949147224426,0.6552498917576508,0.14094
8.0,0.4277,50000,2.0,0.6863381090978411,0.14582000000000006,3435.8695018690187,5,0.0,17179.347509345094,mu_rest,0.80874102314637,0.6782640765006815,0.7219126788326535,0.21976949223000042,0.10879987031802164,0.19125897685363002,0.59368,0.14094,0.59368,0.2443,0.02108,0.12154279504069909,0.001996140794464036,0.5948188823428846,0.0,4,1.14582,1.0,0.26538,34.16618537902832,0.6706754235175718,0.14094
8.0,0.42838,50000,3.0,0.687386354243376,0.14650000000000007,3427.206642129285,5,0.0,17136.033210646423,mu_rest,0.80874102314637,0.6780673969753076,0.7216946685287272,0.2197790549282965,0.10904420201773529,0.19125897685363002,0.59336,0.14094,0.59336,0.24428,0.02142,0.12121010490828842,0.0019517821101426131,0.5948188823428846,0.0,4,1.1465,1.0,0.2657,43.043890714645386,0.6716001570394536,0.14094
9.0,0.37008,50000,1.0,0.626226795977304,0.06864000000000003,3921.8966400821446,5,0.0,19609.483200410723,mu_rest,0.7925903800001916,0.6773272095746651,0.7286051513967359,0.22967852733935382,0.08875214917142141,0.20740961999980845,0.6409,0.15072,0.6409,0.19746,0.01092,0.12591212544635927,0.0018630647414997672,0.5850388823428847,0.0,4,1.06864,1.0,0.20838,34.72740054130554,0.6224598778443399,0.15072
9.0,0.38676,50000,2.0,0.6424951361683604,0.08532000000000006,3706.4597791702427,5,0.0,18532.298895851214,mu_rest,0.7925903800001916,0.6716493611531285,0.7200311862996985,0.22966500574690615,0.09537822828486801,0.20740961999980845,0.62614,0.15072,0.62614,0.21036,0.01278,0.12036728990618138,0.001818706057178344,0.5850388823428847,0.0,4,1.08532,1.0,0.22314,43.698631048202515,0.6368112814422837,0.15072
9.0,0.38704,50000,3.0,0.6429307894322686,0.0855999999999999,3702.2759846230438,5,0.0,18511.37992311522,mu_rest,0.7925903800001916,0.6715632183144831,0.7199639265200849,0.22966860363337135,0.09549550823991174,0.20740961999980845,0.626,0.15072,0.626,0.21036,0.01292,0.1202120345110564,0.001818706057178344,0.5850388823428847,0.0,4,1.0856,1.0,0.22328,48.20844006538391,0.6372132773375145,0.15072
10.0,0.34032,50000,1.0,0.5936665730862737,0.015840000000000076,4266.79959958422,5,0.0,21333.997997921102,mu_rest,0.7760694608606418,0.668828796697143,0.7253797240759151,0.24077844846057034,0.0764838172005244,0.22393053913935823,0.66572,0.16224,0.66572,0.16602,0.00602,0.12382726728325238,0.0017521680306962096,0.5735188823428847,0.0,4,1.01584,1.0,0.17204,39.71088218688965,0.5934611514857282,0.16224
10.0,0.35404,50000,2.0,0.6070584815320514,0.02956000000000003,4032.4592088152117,5,0.0,20162.296044076058,mu_rest,0.7760694608606418,0.6639500378446981,0.7179256472747241,0.24061614456469818,0.08227819429533893,0.22393053913935823,0.65314,0.16224,0.65314,0.1775,0.00712,0.11919178477166367,0.001729988688535498,0.5735188823428847,0.0,4,1.02956,1.0,0.18462,51.454941511154175,0.606344423138524,0.16224
10.0,0.35432,50000,3.0,0.6075195470106292,0.02984000000000009,4027.8141762073587,5,0.0,20139.070881036794,mu_rest,0.7760694608606418,0.6638638950060527,0.7178129018804099,0.24061682223569467,0.08239547425038264,0.22393053913935823,0.653,0.16224,0.653,0.1775,0.00726,0.11903652937653869,0.001729988688535498,0.5735188823428847,0.0,4,1.02984,1.0,0.18476,36.50493311882019,0.6067923354317907,0.16224
11.0,0.31982,50000,1.0,0.5710166372357289,-0.03286,5703.066930503531,4,0.0,22812.267722014123,mu_rest,0.7591629655573496,0.6585941280893479,0.7212131751891984,0.25335685190848,0.06513352931772616,0.24083703444265037,0.6833,0.17634,0.6833,0.13724,0.00312,0.12134318096125268,0.0015525539512498058,0.5594188823428847,0.0,3,0.96714,1.0,0.14036,46.6470673084259,0.5700760652179696,0.17634
11.0,0.33068,50000,2.0,0.5815496539419485,-0.02200000000000002,5417.878569159067,4,0.0,21671.51427663627,mu_rest,0.7591629655573496,0.654569799151595,0.7151925372555862,0.25304875127540083,0.07002042243073194,0.24083703444265037,0.67308,0.17634,0.67308,0.14682,0.00376,0.11763923082041387,0.0015303746090890944,0.5594188823428847,0.0,3,0.978,1.0,0.15058,39.767608642578125,0.5811391868176583,0.17634
11.0,0.33092,50000,3.0,0.5819621980850647,-0.02176,5412.577104109024,4,0.0,21650.308416436095,mu_rest,0.7591629655573496,0.6544957375478385,0.7151205420123236,0.25304679910057937,0.07012110359399765,0.24083703444265037,0.67296,0.17634,0.67296,0.14682,0.00388,0.11750615476744959,0.0015303746090890944,0.5594188823428847,0.0,3,0.97824,1.0,0.1507,46.94451379776001,0.5815610601349899,0.17634
12.0,0.30654,50000,1.0,0.5563991373106181,-0.07718000000000003,6009.742616540095,4,0.0,24038.97046616038,mu_rest,0.7424725203862202,0.6475070430297766,0.7171868964857326,0.2661192008863791,0.054817908206670485,0.25752747961377975,0.69498,0.19186,0.69498,0.11164,0.00152,0.11894781200789585,0.00146383658260696,0.5438988823428846,0.0,3,0.92282,1.0,0.11316,50.08283281326294,0.5510256982994566,0.19186
12.0,0.31526,50000,2.0,0.5646768987660111,-0.06845999999999997,5742.081885931036,4,0.0,22968.327543724143,mu_rest,0.7424725203862202,0.644176523851563,0.7121299736979122,0.2657632647847455,0.05893915783396516,0.25752747961377975,0.68654,0.19186,0.68654,0.1198,0.0018,0.11595360081619979,0.0014416572404462485,0.5438988823428846,0.0,3,0.93154,1.0,0.1216,37.968032121658325,0.5605171826003552,0.19186
12.0,0.31542,50000,3.0,0.5649601755876249,-0.06830000000000003,5738.409704643335,4,0.0,22953.63881857334,mu_rest,0.7424725203862202,0.6441259950356095,0.7121068234712076,0.2657593131447863,0.05900895948632442,0.25752747961377975,0.68646,0.19186,0.68646,0.1198,0.00188,0.11586488344755695,0.0014416572404462485,0.5438988823428846,0.0,3,0.9317,1.0,0.12168,37.7764995098114,0.5608220755533867,0.19186
13.0,0.30056,50000,1.0,0.5495816590826152,-0.12016000000000004,6196.652449775259,4,0.0,24786.609799101036,mu_rest,0.7248932467237934,0.6344494657579479,0.7127388540219803,0.2801250873541528,0.045258792321475845,0.2751067532762066,0.70018,0.21036,0.70018,0.08872,0.00074,0.11675205713398541,0.0013751192139641137,0.5253988823428847,0.0,3,0.87984,1.0,0.08946,35.81153655052185,0.5362903379201708,0.21036
13.0,0.30732,50000,2.0,0.5559496380068972,-0.11339999999999995,5964.18516449376,4,0.0,23856.74065797504,mu_rest,0.7248932467237934,0.6317506362454909,0.708388208695957,0.27972868054516625,0.04863439208205399,0.2751067532762066,0.69356,0.21036,0.69356,0.0952,0.00088,0.1142236121276643,0.0013529398718034023,0.5253988823428847,0.0,3,0.8866,1.0,0.09608,40.706634283065796,0.544266813729526,0.21036
13.0,0.30736,50000,3.0,0.5560215823149314,-0.11336000000000002,5963.249790125179,4,0.0,23852.999160500716,mu_rest,0.7248932467237934,0.6317377378473918,0.7083878304361163,0.27972727391128444,0.04865356037116414,0.2751067532762066,0.69354,0.21036,0.69354,0.0952,0.0009,0.11420143278550358,0.0013529398718034023,0.5253988823428847,0.0,3,0.88664,1.0,0.0961,42.15381979942322,0.5443486352593659,0.21036
14.0,0.30084,50000,1.0,0.5489262245511686,-0.16080000000000005,6259.889090360343,4,0.0,25039.556361441373,mu_rest,0.7071349538687005,0.6203594713197169,0.7079936931957276,0.294248490578414,0.03675007999536111,0.2928650461312995,0.6994,0.23082,0.6994,0.06954,0.00024,0.1146228402865571,0.0013085811874819792,0.5049388823428846,0.0,3,0.8392,1.0,0.06978,35.940271854400635,0.5248512831054026,0.23082
14.0,0.3061,50000,2.0,0.5537327875428725,-0.15554,6062.959683896887,4,0.0,24251.83873558755,mu_rest,0.7071349538687005,0.6182076031353321,0.7042786953237021,0.2938475969701569,0.039502450922698794,0.2928650461312995,0.69416,0.23082,0.69416,0.07476,0.00026,0.11262669949209307,0.0012864018453212678,0.5049388823428846,0.0,3,0.84446,1.0,0.07502,45.23021912574768,0.5314442182008768,0.23082
14.0,0.30614,50000,3.0,0.5538050198400155,-0.15549999999999997,6062.018438039556,4,0.0,24248.073752158223,mu_rest,0.7071349538687005,0.618194704737233,0.7042774558993452,0.29384566343715346,0.03952161921180894,0.2928650461312995,0.69414,0.23082,0.69414,0.07476,0.00028,0.11260452014993236,0.0012864018453212678,0.5049388823428846,0.0,3,0.8445,1.0,0.07504,36.469470500946045,0.5315311848875944,0.23082
15.0,0.3059,50000,1.0,0.5531545896040274,-0.20021999999999995,6237.012941116444,4,0.0,24948.051764465778,mu_rest,0.6887699460530904,0.6049589574077521,0.7020774381256902,0.308263981862014,0.028985445923677158,0.3112300539469096,0.69414,0.25306,0.69414,0.05276,4e-05,0.11256016146561093,0.0011976844766784216,0.48269888234288466,0.0,3,0.79978,1.0,0.0528,41.65630888938904,0.5156522758074388,0.25306
15.0,0.31,50000,2.0,0.5568482737694354,-0.19611999999999996,6074.722885412634,4,0.0,24298.891541650537,mu_rest,0.6887699460530904,0.6032460371078046,0.699168360084085,0.30785244575057225,0.031213153069620917,0.3112300539469096,0.69004,0.25306,0.69004,0.05686,4e-05,0.11083017277707544,0.0011755051345177102,0.48269888234288466,0.0,3,0.80388,1.0,0.0569,36.086443185806274,0.5211740381557403,0.25306
15.0,0.31,50000,3.0,0.5568482737694354,-0.19611999999999996,6074.722885412634,4,0.0,24298.891541650537,mu_rest,0.6887699460530904,0.6032460371078046,0.699168360084085,0.30785244575057225,0.031213153069620917,0.3112300539469096,0.69004,0.25306,0.69004,0.05686,4e-05,0.11083017277707544,0.0011755051345177102,0.48269888234288466,0.0,3,0.80388,1.0,0.0569,38.755608797073364,0.5211740381557403,0.25306
20.0,0.3992,50000,1.0,0.6318227599572526,-0.38480000000000003,6652.9439808208745,3,0.0,19958.831942462624,mu_rest,0.5862106236598804,0.5082993286003601,0.6600551905967876,0.3705680473992349,0.004777779491480653,0.4137893763401196,0.6008,0.392,0.6008,0.0072,0.0,0.099407811564309,0.000820635659946326,0.36787944117144245,0.0,2,0.6152,1.0,0.0072,35.003029108047485,0.5011326996711086,0.392
20.0,0.39958,50000,2.0,0.632123405673291,-0.38442,6632.772934269037,3,0.0,19898.318802807113,mu_rest,0.5862106236598804,0.5081194084606091,0.6599093224406971,0.37048253345374826,0.005032252251188371,0.4137893763401196,0.60042,0.392,0.60042,0.00758,0.0,0.09918601814270189,0.000820635659946326,0.36787944117144245,0.0,2,0.61558,1.0,0.00758,35.02897334098816,0.5018030487412312,0.392
20.0,0.39958,50000,3.0,0.632123405673291,-0.38442,6632.772934269037,3,0.0,19898.318802807113,mu_rest,0.5862106236598804,0.5081194084606091,0.6599093224406971,0.37048253345374826,0.005032252251188371,0.4137893763401196,0.60042,0.392,0.60042,0.00758,0.0,0.09918601814270189,0.000820635659946326,0.36787944117144245,0.0,2,0.61558,1.0,0.00758,30.55190396308899,0.5018030487412312,0.392
